palavra,contagem
Contas,3
"Gerais,...",3
“Meu,3
CAETANO,3
investiu,3
AGUARDA,3
definições,3
MourÃ£o,3
imediações,3
Miranda/Itatiaia,3
"País,",3
"R$3.059,09",3
(2).,3
vazaram,3
Sandy,3
realizaram,3
Altas:,3
localidade,3
"Raposos,",3
Holanda,3
atestada,3
carioca,3
preferiu,3
"morais""",3
especialista.,3
"born,",3
"responsabilidade,",3
Alexander,3
likely,3
Sicsú,3
pesado,3
 A,3
 O,3
Cipro,3
extintas,3
concentra,3
desmatamento,3
release,3
"dams,",3
definitivo.,3
almoçando,3
103,3
Navios,3
Importante,3
terminou,3
um...,3
'Situação,3
estados.,3
"Maia,",3
Press/BBC,3
EconomiaMomento,3
barata.,3
indeterminado,3
"1976,",3
"tarde,",3
Label,3
descomissionamento.,3
along,3
estruturais,3
Mostra,3
11kg,3
Atualizado:,3
citado,3
Lúcio,3
projetar,3
Pública/Repórter,3
determinam,3
Satellite,3
hora.,3
sentem,3
estabeleceu,3
Cildo,3
com:,3
Janot,3
"structure,",3
ideológica.,3
prima,3
Nexgard,3
blindar,3
"Chagas,",3
“Elas,3
boas,3
representaram,3
avisos,3
Hebert,3
desembargadora,3
informadas,3
"Aquino,",3
oportunidade,3
esvaziamento,3
rápidos’:,3
cirurgias,3
11h00,3
Dias.,3
compactado,3
"incidente,",3
categorias,3
reconhecimento,3
Sudeste,3
Wide,3
falência,3
Especialistas,3
(Lei,3
pelos...,3
capacitação,3
sujeita,3
lançou,3
deduzidos,3
plans,3
"49,",3
geral.,3
6.08,3
barragens:,3
efetuou,3
"precaução”,",3
defender,3
destacando,3
contava,3
desvios,3
Recuperação,3
específicos,3
trouxe,3
"reguladora,",3
pimenta,3
Perdeu,3
20h19,3
20h12,3
solidário,3
ecocídio,3
elaborados,3
idade,3
defesas,3
ato.,3
escolher,3
"Yassuda,",3
:,3
"econômica,",3
"custo,",3
indicar,3
média,3
“Há,3
"Grassi,",3
terça-feira.,3
e-mail.,3
(5),3
continues,3
degradadas,3
"R$80,60",3
colaborar,3
"imediato,",3
"ArcelorMittal,",3
ArcelorMittal.,3
acolhimento,3
pour,3
"Cota,",3
destroying,3
Wave,3
deslumbrante,3
“sob,3
Denim,3
arrastar,3
lavrador,3
motivou,3
aceite,3
InvestigativoSobre,3
buraco,3
Vetbras,3
esperavam,3
domésticos,3
tubos,3
"R$2.974,15",3
"marajó,",3
"nada"",",3
capítulo,3
Entire,3
five,3
abaixo-assinado,3
pensa,3
desafios,3
BrasilÁudios,3
Itajubá,3
Arruda,3
"providências,",3
Culture,3
'Pensei,3
Cão,3
atendendo,3
Very,3
AGU,3
adotasse,3
d'água,3
toll,3
pertences,3
Ocean,3
subdistrito,3
break,3
cozinheira,3
Função,3
idosa,3
unificados,3
Brazil's,3
"estrutura"",",3
"Lita,",3
"Aqui,",3
fundamentais,3
esperanças,3
Ãºltimas,3
"pesadas,",3
solidified,3
06/02/19,3
Passarinho,3
'porta,3
Conflitos,3
mortas.,3
plantar,3
"portão,",3
Golfinho,3
caixa-preta,3
prêmio,3
AmazôniaSem,3
Exynos,3
técnicas.,3
comigo,3
Relacionados,3
esperamos,3
Estou,3
familiar.,3
expressa,3
controlados,3
científica,3
disponibilização,3
dependiam,3
Teca,3
Cities,3
{{titulo}},3
PeoplePagesPage,3
perdi,3
desenvolve,3
Prefeituras,3
Comitês,3
Delfim,3
locação,3
interditada,3
explicando,3
failure,3
listadas,3
Pinheiros,3
estas,3
manifestar,3
consolidadas,3
carregando,3
demonizar,3
preza,3
colapsos,3
"colapso,",3
transformam,3
Story,3
area,3
"2003,",3
posterior,3
dying':,3
unanimidade,3
planeja,3
mundial,3
‘Não,3
Acadêmico,3
Cecília,3
tornou-se,3
questÃ£o,3
deixassem,3
(Reuters),3
SaboresRusty,3
vereadores.,3
FomeDitadura,3
Galileu,3
clear,3
mantendo,3
redefine,3
repasse,3
Laços,3
Mastigável,3
DM84X,3
SeguraCláudia,3
MARLON,3
Especialista,3
filha.,3
afetando,3
"2020,",3
2020.,3
permitia,3
parado,3
permitiu,3
montada,3
fusão,3
Amarina,3
Polar,3
A3,3
(Comissão...,3
grama,3
agrotóxico ,3
"rapidamente,",3
rapidamente.,3
Created,3
estranho.,3
derrubada,3
cobram:,3
extrajudiciais,3
TOP,3
jeito.,3
Evangélicos,3
comprove,3
lados,3
08/07/2019,3
escutou,3
argila,3
magnitude,3
contabilizam,3
ampliou,3
"claro,",3
LEMOS,3
Geotécnica,3
concedidas,3
arcar,3
tornam,3
"industrial,",3
industrial.,3
avó,3
bandidos,3
“Uma,3
CARDOSO,3
ampla,3
Eustáquio,3
ecologista,3
"tranquilidade,",3
notícia.,3
Correspondentes,3
72h,3
Implantação,3
"prima,",3
Vizinhos,3
Penais,3
Like,3
convite,3
excelência,3
(EMGE).,3
exemplos,3
"Santiago,",3
pacto,3
SALES,3
Civis,3
anteriormente,3
ACOMPANHE,3
"ocorreu,",3
"J810MZVSZTO,",3
datas,3
Bronze,3
"recente,",3
Estevam,3
Dating,3
now.,3
"(MAB),",3
disponibilizará,3
produziu,3
Lupa,3
manual,3
deixe,3
J6+,3
impediram,3
"22,",3
remetida,3
norte-americano,3
governamentais,3
Fountain,3
Lanari.,3
isn’t,3
"presentes,",3
"excessivo,",3
devastou,3
SIGA-NOS,3
acrescentando,3
Event,3
Calcinha,3
"R$2.450,00",3
atormenta,3
relativo,3
preferiram,3
3i11,3
Coordenador,3
refletir,3
Confrontada,3
Conservação,3
Coimbra,3
"mar,",3
"altura,",3
altura.,3
Hernani,3
cobrando,3
pay,3
completo.,3
"4,25",3
fluidez,3
tráfico,3
livres,3
Vereadores,3
17:35,3
mortos;,3
amigos.,3
Van,3
"R$118,74",3
fragilidade,3
"Codornas,",3
tratores,3
ocasionalmente,3
dinâmica,3
mobilizar,3
PúblicaQuem,3
particular,3
opção.,3
Ferraz,3
Legal),3
MASCARENHAS,3
solto,3
09/09/2019,3
"E,",3
omite,3
hídricos,3
valorização,3
grande.,3
dependem,3
Soberania,3
confirmados,3
Inquérito),3
Pompéu,3
AccountNot,3
risco;,3
"""cegueira",3
agradável,3
"Ferrífero,",3
Pesquisas,3
complexo.,3
Mauro/G1,3
Gonzaga,3
"cima,",3
"R$101,85",3
ajuste,3
Pesquisadores,3
Va...,3
Vision,3
adeus,3
“Nossa,3
desespero.,3
atividade.,3
"audiências,",3
7.5,3
agua,3
freático,3
"assembleia,",3
percebeu,3
11h50,3
sepultamento,3
tobacco ,3
Guarda,3
"""monta",3
almoço,3
AmazôniaAgência,3
conclusões,3
serra,3
ROBERTO,3
cidadãos,3
pacto',3
publicaram,3
sonoros,3
revitalização,3
Danos,3
"anos”,",3
Hdr,3
"""Para",3
energia;,3
compensation,3
"pousadas,",3
"business,",3
32a,3
demitido,3
exista,3
VALE,3
Moreno,3
"""Quem",3
moçambique ,3
dreno,3
Austrália.,3
novos...,3
Parlamentares,3
serÃ¡,3
Inspeção,3
incluía,3
Dudziak,3
bebê,3
"entidade,",3
assumisse,3
despencaram,3
"""as",3
"indireta,",3
mudflow,3
recebam,3
relacionado,3
transferência,3
BrasilespbracatameengNewsletterassineBrasilBrasilInternacionalBrasilOpiniãoEconomiaCiênciaTecnologiaCulturaEstiloEsportesTragédia,3
Sirene,3
pouca,3
RENATO,3
Hills,3
origem,3
Mobiliários,3
"aberto,",3
isenta,3
Roupas,3
BrasíliaRomina,3
refeitÃ³rio,3
analista,3
indicadas,3
Mino,3
relatively,3
bloqueios,3
Rafaela,3
dikes.,3
18/07/2019,3
paralisada,3
Duarte,3
Performance,3
REINALDO,3
trabalho!,3
8h45,3
exigiriam,3
pesquisas,3
GALAO,3
"Vista,",3
viável,3
remover,3
horta,3
constructed,3
incluiu,3
Raoni:,3
levantar,3
escoamento,3
vestido,3
says,3
WESLEY,3
eletrônico,3
(MPMG).,3
aplica,3
account?orCreate,3
Valores:,3
Klemens,3
guiar,3
deva,3
pudesse,3
mexicanos,3
mergulham,3
apoiar,3
master’s,3
Carne,3
"R$21,25",3
pressiona,3
põem,3
custeados,3
garimpo,3
lenta.,3
"banheiro,",3
IN,3
PROFISSIONAL,3
"lama”,",3
AssineAbril.com,3
ex-governador,3
TEATRO,3
followed,3
Adeus,3
Special,3
indicaram,3
"R$5.949,14",3
"R$35,88",3
4.7,3
exceção,3
"(11),",3
relatÃ³rio,3
requer,3
serviria,3
5.3,3
detectaram,3
Colateral,3
Zahluth,3
"R$1.199,00",3
BOMBA,3
threat,3
vizinho,3
"105,9",3
"18,",3
MPT.,3
Colisão,3
cães.,3
Muriaé/MG,3
Servidor,3
agricultura ,3
J8,3
cortar,3
consideram,3
desabamento,3
possÃ­veis,3
Paulo©,3
engineers,3
East,3
cachorros,3
InorCreate,3
Apoie,3
Cibele,3
"e-mail,",3
passados,3
“I,3
“E,3
"""danos",3
comunicou,3
Impactos,3
newsletterApoie,3
amazonia ,3
solicitando,3
investigava,3
Fiocruz,3
graça,3
"9,90/mêspor",3
investigadores,3
expostas,3
semelhante,3
previsão.,3
indevido,3
jato ,3
12h16,3
12h11,3
12h19,3
"áreas,",3
"1,5kg",3
populaÃ§Ã£o,3
BRAZIL,3
1.5,3
"USP,",3
comércios,3
Nada,3
insistindo,3
“and,3
vigor,3
“Acidente,3
positivo.,3
"legislativas,",3
bilhão.,3
interrompidas,3
"respostas,",3
Rei.,3
somosTransparênciaContatoRepubliqueEnglishAbout,3
"""Nós",3
Ferrous,3
know,3
suzano ,3
piores,3
"R$14,99",3
Dessa,3
Contratos,2
pontuou,2
Califórnia,2
"próximos,",2
https://g1.globo.com/mg/minas-gerais/noticia/2019/02/12/documentos-indicam-que-vale-sabia-das-chances-de-rompimento-da-barragem-da-brumadinho-desde-2017.ghtml?fbclid=IwAR0bcvqESiUqCIi09ivw8downbEFeCfcgIW6k_VY7mTm4IpXWVOVJkInsSY,2
administrativo.,2
270,2
275,2
Hamilton,2
portarias,2
Santos/EM/D.A,2
Bad”Religião7Grupo,2
[Plano,2
Videos,2
"corrupção"",",2
13+5MP,2
Tivemos,2
"G9650ZBKZTO,",2
"piso,",2
"Siani,",2
Voltou,2
"Deputados,",2
Anjali,2
His,2
Hit,2
leituras,2
https://brasil.elpais.com/brasil/2019/02/20/politica/1550676740_507630.html?id_externo_rsoc=FB_BR_CM&fbclid=IwAR08JS6UA5_RMEP1deH3-bqpqoEEU_LProULhmDivKrNwbmYK3Te7dnYeyY,2
assediar,2
https://www.otempo.com.br/cidades/bombeiros-localizam-almoxarifado-da-vale-onde-pode-haver-corpos-1.2139495?fbclid=IwAR3d6ZqokXGdiUvnJE0xL_SL39ScP2THiSSL-5ZEIQSyiSq642DdX2HECqk,2
Valéria,2
"Saúde,",2
Saúde.,2
escavadas,2
mantêm,2
Liduina,2
levaram,2
ganhando,2
preliminares,2
pÃ´r,2
"tentou,",2
https://br.sputniknews.com/brasil/2019020513259420-vale-vitimas-barragem-brumadinho/?fbclid=IwAR2bJFIbu_JlBDGfboWBnb6JnAqD7ZpEDm9LpPk2tonihXeKWkZ9EPfpFX8,2
relembre,2
QuestõesCinematográficas,2
desenvolvidas,2
#congonhas,2
BrasíliaMarcella,2
religiosos,2
"acelerado,",2
polêmicos,2
compram,2
questionadas,2
Anderson,2
filhosTeodoro,2
Agresti,2
prejudique,2
lote,2
subsolo,2
"Here,",2
"(AFE),",2
desatualizadoSeu,2
https://cbn.globoradio.globo.com/media/audio/244594/moradores-de-itatiaiucu-em-minas-tambem-sao-retira.htm?fbclid=IwAR31h5S1P2bLcNfMRReecaKIdV4SADqOUfF7vjnNkPDlc4I9K1DKu7MTFec,2
much,2
férias,2
RelaÃ§Ãµes,2
Labradores,2
tirava,2
manifestaram.,2
Regionais,2
"diretora,",2
Oscar,2
convocou,2
12:30,2
reparo,2
atendimentos,2
alterado,2
sÃ¡bado,2
TV-MPF,2
PaqueradorFãs,2
súbito,2
trata-se,2
https://g1.globo.com/mg/minas-gerais/noticia/2019/02/21/policia-federal-faz-buscas-em-empresas-contratadas-pela-vale-para-auditoria-em-barragens.ghtml?fbclid=IwAR3Oe-p8yfSHbZDwt4yzKcQGmla7FXtAJUplruC9MrdAe9NAad5aqtI9Jmg,2
perguntando,2
"(ZAS)""",2
página.Conteúdo,2
Future-se,2
alfabetização,2
Pamplona,2
consolida,2
"auditorias,",2
"municÃ­pio,",2
working,2
FARIA,2
prestadas,2
"https://brasil.estadao.com.br/noticias/geral,pais-umido-como-o-brasil-nao-deveria-ter-barragem-a-montante,70002712545?utm_source=facebook%3Anewsfeed&utm_medium=social-organic&utm_campaign=redes-sociais%3A022019%3Ae&utm_content=%3A%3A%3A&utm_term&fbclid=IwAR0T7vfIR5W5nwos2VDpZhIJmvtWdxZJp6dbR4Pc6owPtF_CgbsOCo33rtY",2
sistema.,2
vitÃ³ria,2
diminui,2
Elétrica,2
Inclusão,2
"viva,",2
custeio,2
mensalão,2
dólares.,2
"Assis,",2
34:30MOMENTO,2
assessora,2
"79,",2
grosseiro,2
soterrados,2
misturam,2
contribuíram,2
ExpressãoCBN,2
http://www.itatiaia.com.br/noticia/assembleia-legislativa-de-minas-pode-votar-ne?fbclid=IwAR3cHYuaC_X2MnyEqbtPLOBNaMB8KSjqWoXQLSZMNsvkGxSUHGYQMSA3hjI,2
on.,2
"alto”,",2
http://midianinja.org/news/vale-negligencia-600-familias-do-mst-atingidas-pelos-rejeitos-de-lama-em-brumadinho/?fbclid=IwAR2gSPw1CYTN6p_Vr220Yfy3j9PZTOihUOCI4d6Ltw8Ctf2JUudd3J2eUDc,2
"Geraldo,",2
pregão,2
"chegava,",2
"viagem,",2
enfrentando,2
salienta,2
Ramal,2
investigados.,2
https://www.facebook.com/ferroviastrens1/videos/380495279383267/,2
edificações,2
836,2
demonstraram,2
Mitsubishi,2
"https://www.em.com.br/app/noticia/gerais/2019/02/28/interna_gerais,1034623/moradores-de-brumadinho-homenageiam-bombeiros-com-entrega-de-medalha.shtml?fbclid=IwAR1txvudEewD7GHCuw7bgYIjlfg6dzwweUO_aJ0-9X9Pe0DsjwOENvcdN4o",2
ingerisse,2
cavernas,2
http://www.itatiaia.com.br/noticia/cada-vez-mais-complexo-trabalho-dos-bombeiros?fbclid=IwAR0E4gUnEOukLu8neCfKMbs8RH5wQmc9w9Jy--IIx3UdFWYJLMNPpJ2ztFc,2
orientaÃ§Ã£o,2
Tenente,2
"management,",2
https://brasil.elpais.com/brasil/2019/02/05/politica/1549387727_904710.html?id_externo_rsoc=FB_BR_CM&fbclid=IwAR00Rr3iIfXgxBgP4Axc1Y35UBZYLJeJqUuqgXoa4lAL8u7GoZyuZEJSofw,2
Diesel,2
"potencial,",2
BrumadinhoAlém,2
postas,2
Mag,2
controladora,2
"desaparecido,",2
arrastada,2
Celia,2
punished,2
bacharel,2
barragensInspeção,2
animais.,2
oriundas,2
potencialmente,2
especificou,2
Parreiras/EM/DA,2
discussão.,2
192,2
"mercúrio,",2
"""Pode-se",2
darkc0de,2
sonegação.,2
exigida,2
fazemos,2
huge,2
Nery,2
Pit,2
militarização,2
códigoCopiadoOops!,2
naturalmente,2
Pré-sal:,2
Report,2
set...,2
"queijo,",2
comentou.,2
talvez,2
"2012,",2
atônito,2
Cancel,2
buzina,2
Capparelli,2
vimos,2
https://uol.page.link/nW5D?fbclid=IwAR0JjGEN2IHFpfWbOgajAuEqJXtJzmokGevty8PLqgpdCYCieagTS_O-WXQ,2
18:53,2
"spam,",2
lazer.,2
ligava,2
alive.,2
camareira,2
Algo,2
Clarissa,2
315,2
(aumento,2
"""Todo",2
essa?Rádio,2
21:07,2
porcentagem,2
44.,2
"R$1.209,00",2
Informou,2
CRISTIANO,2
"SUD,",2
loaded.,2
descia,2
Total),2
Sociedades,2
Markel,2
impediu,2
unificadas,2
instantâneo,2
entendimento.,2
"https://www.em.com.br/app/noticia/gerais/2019/02/26/interna_gerais,1033727/lama-da-barragem-ja-afetou-fornecimento-de-agua-em-16-municipios.shtml?fbclid=IwAR0hXxCuzVFNOCxryapwc7351HGDIMZkjzreaasPdRf7IQ1v9FjDvmtZ8Gg",2
Comunitária,2
faltando,2
avanços,2
Aceitar,2
Raphael,2
assistem,2
"Leste140,295",2
pressão.,2
recorrem,2
descobriram,2
doará,2
Brandt,2
desativados,2
janeiro.Estas,2
República.,2
classificações,2
Repúblicas,2
Gasques,2
detalhar,2
construtivo.,2
"construtivo,",2
https://brasil.elpais.com/brasil/2019/02/05/politica/1549387727_904710.html?id_externo_rsoc=whatsapp&fbclid=IwAR1jb0OAzG8CslaAT12c1mRIdZTMBKkWEmZONe2rYiCNbzx6SD8juRLjeOo,2
acontecer?,2
#samarco,2
https://www.otempo.com.br/cidades/justi%C3%A7a-do-trabalho-de-minas-nega-desbloqueio-de-r-1-6-bilh%C3%B5es-da-vale-1.2140277?fbclid=IwAR2bFrUqw6B6uTZKDWrPQcll7lTK3NFN_xT-kUcqvw_LI5zI95QPhWQ0FqE,2
"humanos,",2
Teve,2
LiderançaMax,2
Starling.,2
verdes,2
ilegalidades,2
(PF),2
listada,2
cassaÃ§Ã£o,2
"família',",2
roubam,2
assinala,2
ex-goleiro,2
Campaigns,2
"proposta"",",2
punida,2
makes,2
Category,2
desenvolvimento.,2
estatística,2
ingresso,2
patrocinado,2
perguntei,2
"""Aqui",2
http://www.itatiaia.com.br/noticia/idosa-de-69-anos-e-presa-ao-tentar-se-passar?fbclid=IwAR3yogeAEV4cViiLssnvgPwo14yUcjy8vhETexNjhZtW7gxB8FDvvUlNPD4,2
volto,2
2.300,2
Engenho.,2
Ep7),2
náuseas,2
Creators,2
constitucional,2
"prefeito,",2
lamentou.,2
ouvisse,2
branco.,2
"https://www.em.com.br/app/noticia/gerais/2019/02/07/interna_gerais,1028834/geologo-vale-detalhes-anormalidades-barragem-vilarinho.shtml?fbclid=IwAR3ZRJV2l4igsqk5wkxCf38eRfpPDrAcXTbPiu1egsR4IRPSQ81imm1z4gk",2
amplas,2
“até,2
Agostinho,2
Abranches,2
modalidade,2
you.,2
Veja-se,2
"atingido,",2
Twitter.,2
https://www.otempo.com.br/mobile/cidades/ap%C3%B3s-trag%C3%A9dia-memorial-vale-fecha-as-portas-por-tempo-indeterminado-1.2131481?fbclid=IwAR08DEYfA8ZOn475pPklRyE7qnwohYCwNptd1qUEE5HU2SJkgAchuaqX6XI,2
legislaÃ§Ã£o,2
terminam,2
configuraÃ§Ã£o,2
armazenados,2
fugindo,2
Rating,2
Breno,2
Pp,2
(7),2
perdida,2
https://www.brasildefato.com.br/2019/02/03/trabalhadores-debatem-com-mpt-como-agir-apos-rompimento-da-barragem-em-brumadinho/?fbclid=IwAR1tA_NoixSDDLcXTn_tyg7fF5iK8tbudEeJvrSzW8N-BfJ38iTWyx2tL1c,2
vetar,2
aceitável.,2
"quando,",2
abelhas,2
MúsicaJosé,2
"Tv,",2
QuintÃ£o,2
Number,2
BRUNO,2
demissões,2
prejudicados,2
UFABC,2
"fuga,",2
ajudaram,2
fuga?,2
"suficientes,",2
cruzes,2
arrow_forwardMais,2
web,2
cruz,2
"casas"",",2
mudar.,2
"desesperada,",2
enfatiza,2
Missões,2
escritora,2
"técnicos”,",2
adequação,2
provisoriamente,2
http://domtotal.com/noticia/1330263/2019/02/para-economizar-mineradoras-evitam-sistema-de-monitoramento-que-pode-salvar-vidas/?fbclid=IwAR30MmqI0SI8VU5Nnncl-HCqdpvkGzqVCBv6dNYMGMiuwvaZnhSEkDWBUlg,2
possamos,2
"98FM670,123",2
regularização,2
Cataguases,2
Participou,2
deadly,2
flexibilidade,2
arcebispo,2
Médica,2
BrasíliaGuga,2
residencial,2
coordenado,2
coordenada,2
e-mailPlaylistPlaylist,2
QUEM,2
Ficamos,2
[prazo],2
"Botelho,",2
somos?,2
pescar.,2
perda.,2
indiquem,2
Júlio,2
população:,2
Salama,2
contaminar,2
lindasConfeitaria,2
"resultados,",2
Funarte,2
providenciar,2
rondônia,2
"Bretas,",2
bares,2
memorial,2
reparadoras,2
https://glo.bo/2SXs63g?fbclid=IwAR0n2QmK8U6X6xijv6l8Y3iTwzPWcRUwNP1TqhDQ6dnbkeNbgMmR7Nr5538,2
I'm,2
http://midianinja.org/news/moradores-brumadinho-expostos-a-lama-comecam-a-apresentar-sintomas/?fbclid=IwAR2BXgdD2ubmPFaaNfqYe7tYpZJzg4apz9EohcWE5Jvh3lCF1SJhAb4Ccc0,2
Canadá,2
TambémLorem,2
Estresse,2
Médico-Legal,2
geraram,2
silvestres.,2
22:55,2
rendeu,2
waste.,2
acabando,2
"amor243,800",2
"dias"",",2
escalão,2
TSE,2
"árvores,",2
"página,",2
content.,2
Grafietti,2
https://brasil.elpais.com/brasil/2019/02/12/politica/1549991974_590999.html?id_externo_rsoc=FB_BR_CM&fbclid=IwAR2cyaO4FIRU6CRI-7jCMiQW8nB5SjUHa1m_A3_uITVkZzAE0a-khKk5xgk,2
"10h,",2
Dealogic,2
(Nunca,2
"""atividade",2
restrição,2
trabalharem,2
ressarcir,2
negociaÃ§Ãµes.,2
Photograph:,2
“Houve,2
freshwater,2
"(UFMG),",2
atropelado,2
countries.,2
usoAceitarNavegador,2
RJGabriel,2
verduras,2
processando,2
"Lemes,",2
expedidos,2
cone,2
transformações,2
estourar,2
KennedyMerval,2
thanks,2
disponibilizado,2
night,2
https://www.otempo.com.br/cidades/moradores-de-macacos-fazem-manifesta%C3%A7%C3%A3o-em-frente-%C3%A0-mina-da-vale-1.2138936?fbclid=IwAR3zPZEQcZ-oVL3tk3l-dwHJ9_FyXRcj4y7H3wj9RW2YyKxAHHfOQ1Ju-zA,2
DIREITOS,2
MOTEL,2
"https://www.em.com.br/app/noticia/gerais/2019/02/28/interna_gerais,1034640/sao-medidas-de-protecao-diz-diretora-geral-do-igam-sobre-cadastrame.shtml?fbclid=IwAR0e7OhCpaKvTWRBMctu36x_xmPFyNbKePhXOIXc6rxryUV_CN82zTTkmCM",2
impulsionar,2
Cocais;,2
arrasada,2
Consulte,2
responsabilizou,2
reivindicações.,2
https://www1.folha.uol.com.br/colunas/monicabergamo/2019/02/vale-fecha-acordo-parcial-com-ministerio-publico-do-trabalho-para-atender-vitimas-de-brumadinho.shtml?utm_source=whatsapp&utm_medium=social&utm_campaign=compwa&fbclid=IwAR0edYtTLiAIPfwcGIrPu-_bF9UDv8Q0M8FAIRhyIRDPEcwUvGDSLQGIc0s,2
garagem,2
ceder,2
APRESENTADORES,2
https://www.otempo.com.br/cidades/barragem-em-macacos-est%C3%A1-entre-as-dez-que-a-vale-prometeu-desativar-1.2137525?fbclid=IwAR12Le4nb6qQcMEaZE2cXYWq4amrlfz9Ig4Uf6zLzvKDLc31rKtSb_T4-Is,2
cedeu,2
Edvaldo,2
"exigir,",2
#Vale,2
desviar,2
Arquimedes,2
profissionais.,2
vigilância,2
Inácio,2
consolidados.,2
"30,9",2
Goston,2
CMI,2
atendida,2
AMBIENTE,2
maintenance.,2
43%,2
"Mineiro3,069,875",2
Seriadas:,2
"hidrográfica,",2
ficado,2
segurou,2
Mode:,2
garçom,2
Arquivos,2
produce,2
PagSeguro,2
barragem. ,2
genéricas,2
R.,2
aptos,2
decorre,2
(Agência,2
year,2
NetworkBalanço,2
Times.,2
"https://www.em.com.br/app/noticia/gerais/2019/02/26/interna_gerais,1033962/enxurrada-da-chuva-passa-por-cima-de-ponte-de-alberto-flores-horas-dep.shtml?fbclid=IwAR10PwTZnXlKBWX9XCe0e8XNOyWRcR8ZPnkNDHvXgHM_1q-WOrjAzX2R3-M",2
Manso,2
"detonações,",2
"pele,",2
"Fiocruz,",2
bauxita,2
#presos,2
burocracia,2
VILHENA,2
equipment,2
"040,",2
Paraopeba ,2
Superação,2
Web,2
Videos4:22Papai,2
inside,2
satisfazem,2
"Daiana,",2
mortes:,2
"Glória,",2
POTINHO,2
"(DCE),",2
residem,2
tocadas,2
impedimento,2
anseios,2
Pais,2
desloca,2
reputação,2
Sul.,2
https://www.otempo.com.br/cidades/encontrado-o-corpo-do-filho-do-aposentado-que-ia-todos-os-dias-%C3%A0-barragem-1.2142589?fbclid=IwAR0ABCWqNp89f0_B5kJ-w5tRAZwg91zJD48U5kckecu_uHqGffZ1A2aeYrY,2
"Ouro,",2
"R$1.189,00",2
Becskeházy,2
alternativas.,2
ventos,2
"informar,",2
death,2
using,2
(56),2
"recentemente,",2
startingstop,2
abstenha,2
Primos,2
(SES-MG),2
leucócitos,2
funcionava,2
isn't,2
totalidade,2
https://www.otempo.com.br/cidades/gerente-da-vale-diz-que-diretoria-executiva-sabia-de-problemas-na-barragem-1.2141568?fbclid=IwAR10LKDdQ7aRo0CKzWKKPcHEJWehOQy9VZOiWB1Yzyh6gbKpriwROyKutjY,2
"sobretudo,",2
investirem,2
ViagemJorge,2
Empreendimentos,2
proposição,2
lucrou,2
modificada,2
"procuradores,",2
https://theintercept.com/2019/02/03/ricardo-salles-mineradoras/?fbclid=IwAR2fOr2YSN0o61CvIqdFoPklpZlwV_NxGhTSiJXZiaUvMqsSQC_EeEwNOLY,2
incorporadora,2
CasaLuciana,2
leite,2
podre,2
https://www.hojeemdia.com.br/horizontes/por-unanimidade-cpi-pede-encerramento-de-minera%C3%A7%C3%A3o-na-serra-do-curral-1.695010?fbclid=IwAR23zYO1s8OcRF-VWq8hudiRW2V-8poaQP9JLH-dziANpHIo03YkeGH92Hs,2
decide,2
uso A,2
exercendo,2
conservadores,2
instagram,2
ingerido,2
minério),2
cumprindo,2
encaminhamos,2
colégio,2
jusante.,2
So,2
Dayse,2
13Related,2
voos,2
PR/CE,2
Itati...,2
descartados,2
Ouvidor(a)-Geral,2
geotécnicos,2
LOGICALIS:,2
Tas,2
"Gente8Dinheiro,",2
NexGard,2
http://recordtv.r7.com/jornal-da-record/videos/jr-mostra-como-tragedia-de-brumadinho-transformou-o-meio-ambiente-em-mg-15022019?fbclid=IwAR3TQZwZKi9pRJHFI4xCEVtz0an8PDF8WNoXmjoJHaKuzIzX02IBmCEgW18,2
correios,2
saudável,2
Queijo.,2
Vale/divulgação,2
Camargo/Agência,2
admitia,2
flexibilizando,2
"ali"",",2
Nossas,2
Bäckert,2
"BH),",2
entrave,2
Pensei,2
"2001,",2
"Ferteco,",2
Price,2
quin...,2
www.infomoney.com.br,2
"profundos,",2
identificarem,2
TURISMO,2
https://www.hojeemdia.com.br/horizontes/atos-lembram-um-m%C3%AAs-do-rompimento-da-barragem-da-vale-em-brumadinho-1.696461?fbclid=IwAR23g7R0CSUlDt1B177oRILR_-39QGz7v5qUMvWCdO-9jg9-QcTFx7L1aNc,2
2525-6009,2
emissÃ£o,2
que:,2
mantra,2
missing,2
denunciarem,2
advogados.,2
"advogados,",2
“recebeu,2
vistoriadas,2
Switch,2
pixelsLarguraA,2
Regions,2
"(1),",2
LIVROS,2
propensa,2
montadora,2
(quando,2
informam,2
"famílias”,",2
bolsa,2
informa.,2
veste,2
"https://www.em.com.br/app/noticia/gerais/2019/02/11/interna_gerais,1029502/veja-como-ficaria-congonhas-em-caso-de-rompimento-das-barragens.shtml?fbclid=IwAR1Vdm-B1QDz6SE1ovYgrSlD8FwpK1uJe20HGW0HEME6ldBDD6BJZuRo_qM",2
décimo,2
AMN,2
conferência,2
"causou"",",2
desprezo,2
19:00,2
cartões,2
soubemos,2
derruba,2
resistência.,2
"""Mas,",2
"visa,",2
promotores.,2
comporta,2
ordered,2
https://g1.globo.com/mg/minas-gerais/noticia/2019/02/08/cerca-de-500-pessoas-foram-retiradas-de-suas-casas-por-causa-de-barragem-da-vale-em-barao-de-cocais-em-mg.ghtml?fbclid=IwAR3TsFUEthDlOFZuKO311oDIuJpbk7e-MYE5EqCfXEmjChkuycawOpRwJvI,2
implementar,2
AGÊNCIA,2
